CoreID,Sample,Red,Green,Blue,l,a,b
ERMSTANCADA_a,1056.739,139,108,80,72.479,4.852,16.491
ERMSTANCADA_a,1056.809,138,108,80,72.433,4.514,16.412
ERMSTANCADA_a,1056.879,137,107,79,72.172,4.54,16.528
ERMSTANCADA_a,1056.949,139,109,81,72.694,4.488,16.298
ERMSTANCADA_a,1057.019,138,109,82,72.651,4.358,15.671
ERMSTANCADA_a,1057.089,138,109,82,72.651,4.358,15.671
ERMSTANCADA_a,1057.159,139,110,83,72.909,4.333,15.564
ERMSTANCADA_a,1057.229,135,106,79,71.865,4.435,16.004
ERMSTANCADA_a,1057.299,133,104,77,71.333,4.488,16.237
ERMSTANCADA_a,1057.369,135,104,76,71.424,4.967,16.97
ERMSTANCADA_a,1057.439,139,106,78,72.048,5.588,16.886
ERMSTANCADA_a,1057.509,139,107,79,72.264,5.218,16.687
ERMSTANCADA_a,1057.579,138,106,79,72.004,5.458,16.245
ERMSTANCADA_a,1057.649,139,108,80,72.479,4.852,16.491
ERMSTANCADA_a,1057.719,141,111,83,73.209,4.437,16.075
ERMSTANCADA_a,1057.789,141,111,82,73.206,4.232,16.618
ERMSTANCADA_a,1057.859,143,111,83,73.3,5.101,16.231
ERMSTANCADA_a,1057.929,146,113,85,73.853,5.371,16.091
ERMSTANCADA_a,1057.999,147,114,85,74.102,5.141,16.516
ERMSTANCADA_a,1058.069,143,112,83,73.507,4.539,16.583
ERMSTANCADA_a,1058.14,142,111,83,73.254,4.769,16.153
ERMSTANCADA_a,1058.21,140,109,81,72.739,4.824,16.376
ERMSTANCADA_a,1058.28,141,109,81,72.785,5.159,16.455
ERMSTANCADA_a,1058.35,144,112,83,73.552,4.869,16.661
ERMSTANCADA_a,1058.42,143,112,83,73.507,4.539,16.583
ERMSTANCADA_a,1058.49,142,110,82,73.043,5.129,16.342
ERMSTANCADA_a,1058.56,141,109,81,72.785,5.159,16.455
ERMSTANCADA_a,1058.63,142,109,81,72.83,5.492,16.534
ERMSTANCADA_a,1058.7,145,111,82,73.387,5.557,16.929
ERMSTANCADA_a,1058.77,147,113,83,73.892,5.295,17.241
ERMSTANCADA_a,1058.84,150,116,85,74.64,5.012,17.433
ERMSTANCADA_a,1058.91,149,115,85,74.394,5.237,17.013
ERMSTANCADA_a,1058.98,149,115,85,74.394,5.237,17.013
ERMSTANCADA_a,1059.05,148,114,84,74.144,5.266,17.126
ERMSTANCADA_a,1059.12,150,114,83,74.229,5.713,17.817
ERMSTANCADA_a,1059.19,153,117,85,74.972,5.426,17.999
ERMSTANCADA_a,1059.26,154,119,87,75.42,5.054,17.694
ERMSTANCADA_a,1059.33,153,118,86,75.175,5.081,17.809
ERMSTANCADA_a,1059.4,151,117,86,74.888,4.985,17.319
ERMSTANCADA_a,1059.47,152,117,86,74.932,5.304,17.394
ERMSTANCADA_a,1059.54,154,119,88,75.423,5.248,17.172
ERMSTANCADA_a,1059.611,155,119,87,75.463,5.369,17.769
ERMSTANCADA_a,1059.681,153,117,85,74.972,5.426,17.999
ERMSTANCADA_a,1059.751,151,115,84,74.479,5.683,17.699
ERMSTANCADA_a,1059.821,150,114,84,74.232,5.912,17.279
ERMSTANCADA_a,1059.891,150,115,84,74.435,5.361,17.624
ERMSTANCADA_a,1059.961,151,117,86,74.888,4.985,17.319
ERMSTANCADA_a,1060.031,152,117,86,74.932,5.304,17.394
ERMSTANCADA_a,1060.101,151,116,86,74.687,5.53,16.978
ERMSTANCADA_a,1060.171,151,116,86,74.687,5.53,16.978
ERMSTANCADA_a,1060.241,149,115,86,74.397,5.436,16.483
ERMSTANCADA_a,1060.311,150,115,86,74.441,5.757,16.559
ERMSTANCADA_a,1060.381,152,116,86,74.731,5.849,17.053
ERMSTANCADA_a,1060.451,153,117,87,74.978,5.818,16.943
ERMSTANCADA_a,1060.521,152,116,86,74.731,5.849,17.053
ERMSTANCADA_a,1060.591,153,116,85,74.772,5.971,17.659
ERMSTANCADA_a,1060.661,156,119,88,75.508,5.877,17.32
ERMSTANCADA_a,1060.731,157,121,89,75.948,5.314,17.545
ERMSTANCADA_a,1060.801,157,121,89,75.948,5.314,17.545
ERMSTANCADA_a,1060.871,156,120,88,75.706,5.342,17.656
ERMSTANCADA_a,1060.941,155,120,88,75.663,5.028,17.582
ERMSTANCADA_a,1061.011,154,119,88,75.423,5.248,17.172
ERMSTANCADA_a,1061.082,156,120,89,75.709,5.534,17.138
ERMSTANCADA_a,1061.152,158,122,90,76.189,5.287,17.436
ERMSTANCADA_a,1061.222,156,121,90,75.908,5.194,16.957
ERMSTANCADA_a,1061.292,154,120,88,75.621,4.713,17.508
ERMSTANCADA_a,1061.362,152,117,87,74.934,5.5,16.868
ERMSTANCADA_a,1061.432,151,117,87,74.891,5.181,16.793
ERMSTANCADA_a,1061.502,153,119,88,75.379,4.932,17.098
ERMSTANCADA_a,1061.572,153,119,88,75.379,4.932,17.098
ERMSTANCADA_a,1061.642,152,118,89,75.14,5.349,16.167
ERMSTANCADA_a,1061.712,150,117,86,74.845,4.665,17.244
ERMSTANCADA_a,1061.782,151,117,87,74.891,5.181,16.793
ERMSTANCADA_a,1061.852,153,119,88,75.379,4.932,17.098
ERMSTANCADA_a,1061.922,151,119,88,75.293,4.297,16.949
ERMSTANCADA_a,1061.992,150,117,86,74.845,4.665,17.244
ERMSTANCADA_a,1062.062,150,118,88,75.05,4.517,16.536
ERMSTANCADA_a,1062.132,152,118,88,75.137,5.154,16.686
ERMSTANCADA_a,1062.202,153,118,88,75.18,5.471,16.76
ERMSTANCADA_a,1062.272,154,119,90,75.428,5.636,16.14
ERMSTANCADA_a,1062.342,153,119,89,75.382,5.127,16.58
ERMSTANCADA_a,1062.412,151,117,87,74.891,5.181,16.793
ERMSTANCADA_a,1062.482,150,116,87,74.646,5.407,16.376
ERMSTANCADA_a,1062.553,148,115,86,74.353,5.113,16.407
ERMSTANCADA_a,1062.623,148,115,86,74.353,5.113,16.407
ERMSTANCADA_a,1062.693,151,118,88,75.094,4.836,16.611
ERMSTANCADA_a,1062.763,154,121,91,75.826,4.761,16.3
ERMSTANCADA_a,1062.833,154,121,90,75.823,4.567,16.81
ERMSTANCADA_a,1062.903,154,120,87,75.618,4.519,18.03
ERMSTANCADA_a,1062.973,154,120,87,75.618,4.519,18.03
ERMSTANCADA_a,1063.043,152,118,88,75.137,5.154,16.686
ERMSTANCADA_a,1063.113,152,118,88,75.137,5.154,16.686
ERMSTANCADA_a,1063.183,153,120,89,75.58,4.591,16.916
ERMSTANCADA_a,1063.253,152,118,87,75.134,4.958,17.208
ERMSTANCADA_a,1063.323,153,119,88,75.379,4.932,17.098
ERMSTANCADA_a,1063.393,154,120,89,75.623,4.907,16.99
ERMSTANCADA_a,1063.463,150,118,88,75.05,4.517,16.536
ERMSTANCADA_a,1063.533,148,115,85,74.35,4.914,16.938
ERMSTANCADA_a,1063.603,147,114,85,74.102,5.141,16.516
ERMSTANCADA_a,1063.673,145,113,83,73.803,4.641,17.088
ERMSTANCADA_a,1063.743,144,112,83,73.552,4.869,16.661
ERMSTANCADA_a,1063.813,144,112,83,73.552,4.869,16.661
ERMSTANCADA_a,1063.883,145,113,83,73.803,4.641,17.088
ERMSTANCADA_a,1063.953,145,112,83,73.597,5.198,16.738
ERMSTANCADA_a,1064.024,143,111,82,73.297,4.897,16.774
ERMSTANCADA_a,1064.094,142,111,83,73.254,4.769,16.153
ERMSTANCADA_a,1064.164,142,111,82,73.252,4.565,16.696
ERMSTANCADA_a,1064.234,145,112,84,73.599,5.4,16.199
ERMSTANCADA_a,1064.304,147,114,84,74.099,4.941,17.05
ERMSTANCADA_a,1064.374,147,114,85,74.102,5.141,16.516
ERMSTANCADA_a,1064.444,142,111,83,73.254,4.769,16.153
ERMSTANCADA_a,1064.514,141,110,82,72.998,4.796,16.264
ERMSTANCADA_a,1064.584,144,112,85,73.557,5.274,15.587
ERMSTANCADA_a,1064.654,144,112,85,73.557,5.274,15.587
ERMSTANCADA_a,1064.724,145,113,84,73.806,4.843,16.549
ERMSTANCADA_a,1064.794,145,114,85,74.014,4.489,16.363
ERMSTANCADA_a,1064.864,145,114,85,74.014,4.489,16.363
ERMSTANCADA_a,1064.934,146,113,84,73.85,5.17,16.626
ERMSTANCADA_a,1065.004,148,114,85,74.146,5.466,16.592
ERMSTANCADA_a,1065.074,149,115,86,74.397,5.436,16.483
ERMSTANCADA_a,1065.144,147,113,84,73.895,5.496,16.703
ERMSTANCADA_a,1065.214,148,115,85,74.35,4.914,16.938
ERMSTANCADA_a,1065.284,147,115,86,74.309,4.79,16.331
ERMSTANCADA_a,1065.354,147,115,85,74.306,4.59,16.862
ERMSTANCADA_a,1065.424,149,116,86,74.599,4.888,16.827
ERMSTANCADA_a,1065.495,149,115,85,74.394,5.237,17.013
ERMSTANCADA_a,1065.565,149,115,85,74.394,5.237,17.013
ERMSTANCADA_a,1065.635,148,114,84,74.144,5.266,17.126
ERMSTANCADA_a,1065.705,149,115,84,74.391,5.039,17.548
ERMSTANCADA_a,1065.775,149,115,85,74.394,5.237,17.013
ERMSTANCADA_a,1065.845,149,114,84,74.188,5.59,17.203
ERMSTANCADA_a,1065.915,151,116,86,74.687,5.53,16.978
ERMSTANCADA_a,1065.985,152,118,88,75.137,5.154,16.686
ERMSTANCADA_a,1066.055,150,117,87,74.847,4.862,16.718
ERMSTANCADA_a,1066.125,149,116,86,74.599,4.888,16.827
ERMSTANCADA_a,1066.195,147,115,87,74.311,4.989,15.805
ERMSTANCADA_a,1066.265,145,113,85,73.808,5.044,16.015
ERMSTANCADA_a,1066.335,146,113,84,73.85,5.17,16.626
ERMSTANCADA_a,1066.405,147,114,85,74.102,5.141,16.516
ERMSTANCADA_a,1066.475,148,114,84,74.144,5.266,17.126
ERMSTANCADA_a,1066.545,149,115,84,74.391,5.039,17.548
ERMSTANCADA_a,1066.615,147,114,85,74.102,5.141,16.516
